ts,하루전가격(원/kWh)
1725937200,158.00
1725940800,158.00
1725944400,158.00
1725948000,159.03
1725951600,173.95
1725955200,175.23
1725958800,161.34
1725962400,161.90
1725966000,161.90
1725969600,158.50
1725973200,158.50
1725976800,158.50
1725980400,143.06
1725984000,144.54
1725987600,141.47
1725991200,141.49
1725994800,135.42
1725998400,134.72
1726002000,141.50
1726005600,141.50
1726009200,145.18
1726012800,145.78
1726016400,154.20
1726020000,156.23
1726023600,158.84
1726027200,158.85
1726030800,158.42
1726034400,158.42
1726038000,160.47
1726041600,160.57
1726045200,160.04
1726048800,215.53
1726052400,160.18
1726056000,158.92
1726059600,158.92
1726063200,145.78
1726066800,143.09
1726070400,146.28
1726074000,138.39
1726077600,138.20
1726081200,137.35
1726084800,137.35
1726088400,138.20
1726092000,143.14
1726095600,143.14
1726099200,145.34
1726102800,154.38
1726106400,156.41
1726110000,157.56
1726113600,157.56
1726117200,157.56
1726120800,161.71
1726124400,208.06
1726128000,166.78
1726131600,160.44
1726135200,160.99
1726138800,215.53
1726142400,160.99
1726146000,160.99
1726149600,158.06
1726153200,158.06
1726156800,157.84
1726160400,146.53
1726164000,138.08
1726167600,138.08
1726171200,138.08
1726174800,142.26
1726178400,144.47
1726182000,144.47
1726185600,146.59
1726189200,151.34
1726192800,159.29
1726196400,159.29
1726200000,159.29
1726203600,159.29
1726207200,159.29
1726210800,159.29
1726214400,159.29
1726218000,162.45
1726221600,229.87
1726225200,162.73
1726228800,162.73
1726232400,160.22
1726236000,159.79
1726239600,158.12
1726243200,170.14
1726246800,143.77
1726250400,137.95
1726254000,137.72
1726257600,134.55
1726261200,134.55
1726264800,144.83
1726268400,144.83
1726272000,145.15
1726275600,149.05
1726279200,149.05
1726282800,148.84
1726286400,148.84
1726290000,151.70
1726293600,150.34
1726297200,148.84
1726300800,148.84
1726304400,146.91
1726308000,159.89
1726311600,160.05
1726315200,160.22
1726318800,160.22
1726322400,146.06
1726326000,142.55
1726329600,144.99
1726333200,107.11
1726336800,107.11
1726340400,107.11
1726344000,107.11
1726347600,107.11
1726351200,107.11
1726354800,147.57
1726358400,147.20
1726362000,138.39
1726365600,138.19
1726369200,140.86
1726372800,144.27
1726376400,146.18
1726380000,146.18
1726383600,150.01
1726387200,150.01
1726390800,150.01
1726394400,215.88
1726398000,150.27
1726401600,147.36
1726405200,146.45
1726408800,140.08
1726412400,138.60
1726416000,114.47
1726419600,107.54
1726423200,106.62
1726426800,106.62
1726430400,106.56
1726434000,106.62
1726437600,107.54
1726441200,107.54
1726444800,107.49
1726448400,107.49
1726452000,141.41
1726455600,140.17
1726459200,140.07
1726462800,140.07
1726466400,141.62
1726470000,147.75
1726473600,147.75
1726477200,147.75
1726480800,147.76
1726484400,215.53
1726488000,147.42
1726491600,137.90
1726495200,137.30
1726498800,147.42
1726502400,106.76
1726506000,104.79
1726509600,99.89
1726513200,99.89
1726516800,99.89
1726520400,99.89
1726524000,105.06
1726527600,106.11
1726531200,107.12
1726534800,107.13
1726538400,107.96
1726542000,107.92
1726545600,107.92
1726549200,115.70
1726552800,115.70
1726556400,137.89
1726560000,137.87
1726563600,141.95
1726567200,165.22
1726570800,142.10
1726574400,148.68
1726578000,137.85
1726581600,133.00
1726585200,107.96
1726588800,215.31
1726592400,107.27
1726596000,106.58
1726599600,106.58
1726603200,106.58
1726606800,106.82
1726610400,210.18
1726614000,215.41
1726617600,115.28
1726621200,137.29
1726624800,137.95
1726628400,140.15
1726632000,140.05
1726635600,140.05
1726639200,140.05
1726642800,147.45
1726646400,147.45
1726650000,147.45
1726653600,215.53
1726657200,215.53
1726660800,147.43
1726664400,141.16
1726668000,133.00
1726671600,147.43
1726675200,107.03
1726678800,107.03
1726682400,106.65
1726686000,106.38
1726689600,106.38
1726693200,106.49
1726696800,107.03
1726700400,131.15
1726704000,143.01
1726707600,147.56
1726711200,147.99
1726714800,147.29
1726718400,147.29
1726722000,150.24
1726725600,150.24
1726729200,198.52
1726732800,159.68
1726736400,159.68
1726740000,160.18
1726743600,160.18
1726747200,146.04
1726750800,145.73
1726754400,139.49
1726758000,135.82
1726761600,155.99
1726765200,145.53
1726768800,145.53
1726772400,129.58
1726776000,132.35
1726779600,0.00
1726783200,141.23
1726786800,146.39
1726790400,154.69
1726794000,159.67
1726797600,159.71
1726801200,160.19
1726804800,160.19
1726808400,160.19
1726812000,160.19
1726815600,163.30
1726819200,163.30
1726822800,163.30
1726826400,163.87
1726830000,160.75
1726833600,160.75
1726837200,158.50
1726840800,158.50
1726844400,145.74
1726848000,142.31
1726851600,137.52
1726855200,137.46
1726858800,107.06
1726862400,107.06
1726866000,107.06
1726869600,107.05
1726873200,141.94
1726876800,147.92
1726880400,149.80
1726884000,152.75
1726887600,150.44
1726891200,144.99
1726894800,144.99
1726898400,144.99
1726902000,142.94
1726905600,142.88
1726909200,142.94
1726912800,164.06
1726916400,164.06
1726920000,162.55
1726923600,142.77
1726927200,142.76
1726930800,142.94
1726934400,137.35
1726938000,115.03
1726941600,111.72
1726945200,111.72
1726948800,111.72
1726952400,111.72
1726956000,113.26
1726959600,140.39
1726963200,143.63
1726966800,143.63
1726970400,143.63
1726974000,144.36
1726977600,159.48
1726981200,159.85
1726984800,144.38
1726988400,165.23
1726992000,163.47
1726995600,163.47
1726999200,163.86
1727002800,160.35
1727006400,159.51
1727010000,158.68
1727013600,142.04
1727017200,138.97
1727020800,131.98
1727024400,128.96
1727028000,128.96
1727031600,128.96
1727035200,128.96
1727038800,106.57
1727042400,128.96
1727046000,141.99
1727049600,142.65
1727053200,147.22
1727056800,147.67
1727060400,147.58
1727064000,147.60
1727067600,153.67
1727071200,163.31
1727074800,158.02
1727078400,158.02
1727082000,158.02
1727085600,158.52
1727089200,158.52
1727092800,158.10
1727096400,157.27
1727100000,158.11
1727103600,158.52
1727107200,107.11
1727110800,107.12
1727114400,105.88
1727118000,105.54
1727121600,105.68
1727125200,106.74
1727128800,107.14
1727132400,107.11
1727136000,145.52
1727139600,215.53
1727143200,215.53
1727146800,149.34
1727150400,146.78
1727154000,149.31
1727157600,149.31
1727161200,149.31
1727164800,161.02
1727168400,221.13
1727172000,221.13
1727175600,221.13
1727179200,216.54
1727182800,161.58
1727186400,138.40
1727190000,158.26
1727193600,215.53
1727197200,107.43
1727200800,106.43
1727204400,106.20
1727208000,106.17
1727211600,106.40
1727215200,107.44
1727218800,158.06
1727222400,131.78
1727226000,144.32
1727229600,144.58
1727233200,144.56
1727236800,144.45
1727240400,144.58
1727244000,147.07
1727247600,160.34
1727251200,160.34
1727254800,147.21
1727258400,167.31
1727262000,159.10
1727265600,140.36
1727269200,160.84
1727272800,133.66
1727276400,216.05
1727280000,106.93
1727283600,106.94
1727287200,106.53
1727290800,105.24
1727294400,106.42
1727298000,106.86
1727301600,106.95
1727305200,156.60
1727308800,156.46
1727312400,156.47
1727316000,156.47
1727319600,146.71
1727323200,146.49
1727326800,146.71
1727330400,146.70
1727334000,144.25
1727337600,144.25
1727341200,209.35
1727344800,146.82
1727348400,167.19
1727352000,167.19
1727355600,144.89
1727359200,139.19
1727362800,106.95
1727366400,106.69
1727370000,106.70
1727373600,106.70
1727377200,106.34
1727380800,106.57
1727384400,106.72
1727388000,131.93
1727391600,156.00
1727395200,218.50
1727398800,144.27
1727402400,152.82
1727406000,149.09
1727409600,144.06
1727413200,152.20
1727416800,149.68
1727420400,147.20
1727424000,146.84
1727427600,146.84
1727431200,162.22
1727434800,162.22
1727438400,162.22
1727442000,161.17
1727445600,136.64
1727449200,130.21
1727452800,114.20
1727456400,107.21
1727460000,107.22
1727463600,106.77
1727467200,106.32
1727470800,107.02
1727474400,107.22
1727478000,107.21
1727481600,107.18
1727485200,132.33
1727488800,140.72
1727492400,139.97
1727496000,139.77
1727499600,141.74
1727503200,152.33
1727506800,146.93
1727510400,146.93
1727514000,215.53
1727517600,146.94
1727521200,144.72
1727524800,144.51
1727528400,141.38
1727532000,215.53
1727535600,107.19
1727539200,106.35
1727542800,92.55
1727546400,92.55
1727550000,92.55
1727553600,92.33
1727557200,92.55
1727560800,92.55
1727564400,104.13
1727568000,105.27
1727571600,107.71
1727575200,107.71
1727578800,107.65
1727582400,107.65
1727586000,107.65
1727589600,107.65
1727593200,116.06
1727596800,116.06
1727600400,145.61
1727604000,146.02
1727607600,146.22
1727611200,142.05
1727614800,116.20
1727618400,107.71
1727622000,107.71
1727625600,107.11
1727629200,92.82
1727632800,92.50
1727636400,92.21
1727640000,92.41
1727643600,92.73
1727647200,106.40
1727650800,106.90
1727654400,142.73
1727658000,142.76
1727661600,145.72
1727665200,145.70
1727668800,142.75
1727672400,149.89
1727676000,149.89
1727679600,149.89
1727683200,149.89
1727686800,145.72
1727690400,215.53
1727694000,146.88
1727697600,146.21
1727701200,139.30
1727704800,141.64
1727708400,147.25
1727712000,106.02
1727715600,95.80
1727719200,95.50
1727722800,92.19
1727726400,95.50
1727730000,95.89
1727733600,106.03
1727737200,137.32
1727740800,137.36
1727744400,139.92
1727748000,140.32
1727751600,140.33
1727755200,140.16
1727758800,140.33
1727762400,140.32
1727766000,140.33
1727769600,140.33
1727773200,139.32
1727776800,139.92
1727780400,139.92
1727784000,137.36
1727787600,137.32
1727791200,128.91
1727794800,107.21
1727798400,105.41
1727802000,98.22
1727805600,98.22
1727809200,98.32
1727812800,98.32
1727816400,103.60
1727820000,105.41
1727823600,129.24
1727827200,139.30
1727830800,152.32
1727834400,152.32
1727838000,139.28
1727841600,137.89
1727845200,139.25
1727848800,139.27
1727852400,141.38
1727856000,141.38
1727859600,141.38
1727863200,144.08
1727866800,144.08
1727870400,135.44
1727874000,128.59
1727877600,128.30
1727881200,113.21
1727884800,92.46
1727888400,92.40
1727892000,91.88
1727895600,87.04
1727899200,91.66
1727902800,92.40
1727906400,92.46
1727910000,101.05
1727913600,123.06
1727917200,137.43
1727920800,140.72
1727924400,140.08
1727928000,135.61
1727931600,135.60
1727935200,135.61
1727938800,135.61
1727942400,129.06
1727946000,120.80
1727949600,121.16
1727953200,106.16
1727956800,106.16
1727960400,101.05
1727964000,101.06
1727967600,100.64
1727971200,100.68
1727974800,78.12
1727978400,78.12
1727982000,78.12
1727985600,78.12
1727989200,78.24
1727992800,92.72
1727996400,105.97
1728000000,123.46
1728003600,136.94
1728007200,139.28
1728010800,136.94
1728014400,127.13
1728018000,127.69
1728021600,130.36
1728025200,130.36
1728028800,139.44
1728032400,139.44
1728036000,136.94
1728039600,128.58
1728043200,105.93
1728046800,100.96
1728050400,100.96
1728054000,100.76
1728057600,100.35
1728061200,95.45
1728064800,92.23
1728068400,84.94
1728072000,95.28
1728075600,95.33
1728079200,98.63
1728082800,96.09
1728086400,101.49
1728090000,101.14
1728093600,101.25
1728097200,137.05
1728100800,100.91
1728104400,100.90
1728108000,100.78
1728111600,100.99
1728115200,100.91
1728118800,101.31
1728122400,105.75
1728126000,105.75
1728129600,105.75
1728133200,105.67
1728136800,101.73
1728140400,101.73
1728144000,83.42
1728147600,79.10
1728151200,77.26
1728154800,76.01
1728158400,76.01
1728162000,77.73
1728165600,78.46
1728169200,76.01
1728172800,76.01
1728176400,76.01
1728180000,92.66
1728183600,92.89
1728187200,93.34
1728190800,101.96
1728194400,102.02
1728198000,101.58
1728201600,101.71
1728205200,102.03
1728208800,102.04
1728212400,102.05
1728216000,102.05
1728219600,101.76
1728223200,93.35
1728226800,93.25
1728230400,92.47
1728234000,92.47
1728237600,92.20
1728241200,91.96
1728244800,92.26
1728248400,92.24
1728252000,97.64
1728255600,100.67
1728259200,160.52
1728262800,160.52
1728266400,141.26
1728270000,141.11
1728273600,137.92
1728277200,139.20
1728280800,139.23
1728284400,139.16
1728288000,139.27
1728291600,139.27
1728295200,139.06
1728298800,139.26
1728302400,138.36
1728306000,134.48
1728309600,120.89
1728313200,114.68
1728316800,105.11
1728320400,104.26
1728324000,104.26
1728327600,103.64
1728331200,104.03
1728334800,104.26
1728338400,104.69
1728342000,129.58
1728345600,138.66
1728349200,138.65
1728352800,135.45
1728356400,135.31
1728360000,122.21
1728363600,135.07
1728367200,135.51
1728370800,140.55
1728374400,140.55
1728378000,140.55
1728381600,140.55
1728385200,135.53
1728388800,129.58
1728392400,128.30
1728396000,120.43
1728399600,114.34
1728403200,100.32
1728406800,99.84
1728410400,99.16
1728414000,95.03
1728417600,98.00
1728421200,98.76
1728424800,100.39
1728428400,100.67
1728432000,121.48
1728435600,138.97
1728439200,138.97
1728442800,142.14
1728446400,138.88
1728450000,138.85
1728453600,139.40
1728457200,151.88
1728460800,138.97
1728464400,138.75
1728468000,139.38
1728471600,139.40
1728475200,134.60
1728478800,129.82
1728482400,127.37
1728486000,105.51
1728489600,102.43
1728493200,92.04
1728496800,92.09
1728500400,77.02
1728504000,77.02
1728507600,92.54
1728511200,95.66
1728514800,100.75
1728518400,128.48
1728522000,140.26
1728525600,140.25
1728529200,140.20
1728532800,134.76
1728536400,140.23
1728540000,140.23
1728543600,140.02
1728547200,140.09
1728550800,140.24
1728554400,157.27
1728558000,157.27
1728561600,134.54
1728565200,129.37
1728568800,124.12
1728572400,111.07
1728576000,105.18
1728579600,105.04
1728583200,105.08
1728586800,104.64
1728590400,105.01
1728594000,105.49
1728597600,105.35
1728601200,106.21
1728604800,137.96
1728608400,141.15
1728612000,141.15
1728615600,140.95
1728619200,140.81
1728622800,141.13
1728626400,120.92
1728630000,154.44
1728633600,155.55
1728637200,137.96
1728640800,137.95
1728644400,134.35
1728648000,134.35
1728651600,136.86
1728655200,126.87
1728658800,106.13
1728662400,105.62
1728666000,103.11
1728669600,103.41
1728673200,103.44
1728676800,103.44
1728680400,103.36
1728684000,105.62
1728687600,100.48
1728691200,100.20
1728694800,100.24
1728698400,106.59
1728702000,106.58
1728705600,106.44
1728709200,105.67
1728712800,100.09
1728716400,105.82
1728720000,105.88
1728723600,106.60
1728727200,107.29
1728730800,107.36
1728734400,107.36
1728738000,106.72
1728741600,106.72
1728745200,106.72
1728748800,103.27
1728752400,99.54
1728756000,91.83
1728759600,83.33
1728763200,92.33
1728766800,105.76
1728770400,108.25
1728774000,105.25
1728777600,92.37
1728781200,92.52
1728784800,92.52
1728788400,92.38
1728792000,92.22
1728795600,92.45
1728799200,92.29
1728802800,92.51
1728806400,92.51
1728810000,101.67
1728813600,105.94
1728817200,105.95
1728820800,105.88
1728824400,103.12
1728828000,103.12
1728831600,101.90
1728835200,100.91
1728838800,92.02
1728842400,86.58
1728846000,86.58
1728849600,86.58
1728853200,86.58
1728856800,92.74
1728860400,105.19
1728864000,137.39
1728867600,161.25
1728871200,140.64
1728874800,140.63
1728878400,137.70
1728882000,140.52
1728885600,140.57
1728889200,155.97
1728892800,155.97
1728896400,154.79
1728900000,140.64
1728903600,137.70
1728907200,137.16
1728910800,136.67
1728914400,130.50
1728918000,105.28
1728921600,105.26
1728925200,104.02
1728928800,104.02
1728932400,100.48
1728936000,100.48
1728939600,104.64
1728943200,105.11
1728946800,119.52
1728950400,139.78
1728954000,139.64
1728957600,139.66
1728961200,153.37
1728964800,120.39
1728968400,153.37
1728972000,153.82
1728975600,155.18
1728979200,156.96
1728982800,156.96
1728986400,157.10
1728990000,155.43
1728993600,155.43
1728997200,134.93
1729000800,134.93
1729004400,129.17
1729008000,100.68
1729011600,92.35
1729015200,92.35
1729018800,92.14
1729022400,92.35
1729026000,106.10
1729029600,106.97
1729033200,116.76
1729036800,138.66
1729040400,138.68
1729044000,158.60
1729047600,138.67
1729051200,133.51
1729054800,138.67
1729058400,138.67
1729062000,138.67
1729065600,154.13
1729069200,156.26
1729072800,157.34
1729076400,157.34
1729080000,153.23
1729083600,153.99
1729087200,153.99
1729090800,106.97
1729094400,101.52
1729098000,92.34
1729101600,92.29
1729105200,92.27
1729108800,92.34
1729112400,100.76
1729116000,101.05
1729119600,125.60
1729123200,138.75
1729126800,153.93
1729130400,153.93
1729134000,153.87
1729137600,153.41
1729141200,153.87
1729144800,153.87
1729148400,157.02
1729152000,157.02
1729155600,156.21
1729159200,156.94
1729162800,156.94
1729166400,156.94
1729170000,156.94
1729173600,105.24
1729177200,105.24
1729180800,116.77
1729184400,104.40
1729188000,104.46
1729191600,98.74
1729195200,104.46
1729198800,104.46
1729202400,104.77
1729206000,105.64
1729209600,141.78
1729213200,154.67
1729216800,154.67
1729220400,152.44
1729224000,138.17
1729227600,153.79
1729231200,154.02
1729234800,154.02
1729238400,154.02
1729242000,153.57
1729245600,154.15
1729249200,160.26
1729252800,160.26
1729256400,105.58
1729260000,105.37
1729263600,105.11
1729267200,100.85
1729270800,92.95
1729274400,92.56
1729278000,85.47
1729281600,85.64
1729285200,92.70
1729288800,158.07
1729292400,93.02
1729296000,101.26
1729299600,110.96
1729303200,112.04
1729306800,112.03
1729310400,110.89
1729314000,101.75
1729317600,101.35
1729321200,101.36
1729324800,101.36
1729328400,101.99
1729332000,139.29
1729335600,139.29
1729339200,102.23
1729342800,99.11
1729346400,93.02
1729350000,93.02
1729353600,92.73
1729357200,92.73
1729360800,92.07
1729364400,77.76
1729368000,79.40
1729371600,92.21
1729375200,92.73
1729378800,92.66
1729382400,92.73
1729386000,92.73
1729389600,92.73
1729393200,92.52
1729396800,87.04
1729400400,92.66
1729404000,101.22
1729407600,101.34
1729411200,109.09
1729414800,108.58
1729418400,109.15
1729422000,109.15
1729425600,101.70
1729429200,101.75
1729432800,100.72
1729436400,100.72
1729440000,94.05
1729443600,85.16
1729447200,83.75
1729450800,85.16
1729454400,85.16
1729458000,89.61
1729461600,105.58
1729465200,105.70
1729468800,139.32
1729472400,157.11
1729476000,157.18
1729479600,156.18
1729483200,156.18
1729486800,156.18
1729490400,156.18
1729494000,156.18
1729497600,157.18
1729501200,156.53
1729504800,157.18
1729508400,158.38
1729512000,157.18
1729515600,105.63
1729519200,157.56
1729522800,155.51
1729526400,154.85
1729530000,151.67
1729533600,92.40
1729537200,151.03
1729540800,150.12
1729544400,105.75
1729548000,152.04
1729551600,106.94
1729555200,156.61
1729558800,155.91
1729562400,159.10
1729566000,156.76
1729569600,151.37
1729573200,151.16
1729576800,151.33
1729580400,155.52
1729584000,155.95
1729587600,157.25
1729591200,156.68
1729594800,156.68
1729598400,152.54
1729602000,106.92
1729605600,150.97
1729609200,121.78
